iid,date,airline,flightNumber,,dep.airport,incidentType,severity,delay,num.injuries,reported.by,aircraft
i4356,8.12.2018,IB,6440,,LHR,security,minor,126,0,first officer,777-300ER
i4357,8.7.2010,QR,462,,DXB,mechanical,major,75,0,pilot,737-800
i4358,10.2.2016,NH,9777,,GRU,medical,minor,28,0,ground staff,A380
i4359,12.1.2009,SQ,6821,,DXB,weather,minor,23,0,crew,737-400
i4360,26.7.2023,EY,8521,,DEN,turbulence,major,92,1,pilot,A350-900
i4361,11.6.2023,LH,5956,,ORD,security,minor,19,0,mechanic,747-8
i4362,23.9.2024,TG,7061,,LAS,faa,critical,113,0,first officer,777-300ER
i4363,2.4.2021,G3,1118,,SFO,crew,minor,136,0,company,A321-XLR
i4364,14.8.2023,DL,9210,,CDG,security,critical,36,0,crew,737-800
i4365,15.1.2017,NH,5607,,DFW,turbulence,critical,22,1,company,A350-900
i4366,8.2.2022,CZ,5472,,DFW,medical,major,113,0,crew,737-400
i4367,18.4.2024,BA,2110,,LAX,weather,minor,83,0,ground staff,BE206-JetRanger
i4368,21.6.2018,JL,7789,,ORD,crew,minor,80,0,crew,A350-900
i4369,26.12.2011,AC,9931,,ATL,medical,minor,55,1,crew,A380
i4370,10.8.2019,BA,6843,,DFW,security,major,93,0,first officer,737-400
i4371,9.11.2017,SV,913,,LAS,medical,critical,71,0,first officer,747-8
i4372,22.3.2021,JL,9066,,LAS,medical,minor,73,1,pilot,737-400
i4373,21.3.2018,SQ,2912,,GRU,crew,major,83,0,company,747-8
i4374,21.6.2012,U2,3327,,JFK,security,major,14,0,pilot,777-300ER
i4375,22.6.2014,DY,8238,,BOM,medical,major,95,0,ground staff,A380
i4376,13.5.2020,AM,8486,,DEN,turbulence,critical,90,1,first officer,A350-900
i4377,24.12.2017,IB,9290,,YYZ,medical,major,112,0,pilot,A321-XLR
i4378,4.2.2018,QF,824,,GRU,security,major,39,0,ground staff,A321-XLR
i4379,25.10.2013,DY,489,,LHR,crew,minor,127,0,ground staff,A380
i4380,2.10.2011,BA,8649,,LHR,turbulence,major,19,1,pilot,A321-XLR
i4381,8.5.2009,IB,7696,,PEK,faa,critical,58,0,ground staff,A380
i4382,25.5.2015,DL,2267,,GRU,faa,critical,43,0,ground staff,737-400
i4383,5.9.2015,NH,3684,,SYD,security,minor,111,0,company,737-800
i4384,9.7.2009,CX,6109,,BOM,security,critical,81,0,ground staff,737-800
i4385,1.8.2013,NH,5857,,ORD,weather,critical,111,0,ground staff,777-300ER
i4386,25.10.2012,AI,4163,,BOM,faa,critical,17,0,crew,A350-900
i4387,27.2.2015,CZ,6497,,GRU,mechanical,critical,136,0,pilot,737-800
i4388,8.12.2020,U2,9884,,PEK,security,major,119,0,ground staff,747-8
i4389,28.5.2019,NZ,9187,,PEK,medical,critical,136,1,pilot,747-8
i4390,9.2.2024,CZ,3158,,YYZ,weather,minor,43,0,pilot,A380
i4391,7.1.2022,QR,6559,,LAS,security,critical,47,0,ground staff,737-800
i4392,16.10.2022,WN,7405,,DFW,faa,major,94,0,company,737-400
i4393,11.10.2022,AM,3150,,LAX,faa,minor,13,0,crew,A321-XLR
i4394,9.1.2010,LA,6153,,SEA,faa,minor,100,0,mechanic,737-400
i4395,20.10.2019,EY,2142,,BOM,mechanical,major,96,0,crew,737-800
i4396,26.9.2012,IB,8770,,DEN,weather,minor,75,0,company,737-400
i4397,27.6.2021,AZ,238,,SFO,turbulence,critical,99,1,company,737-800
i4398,19.4.2015,AZ,3039,,ATL,medical,critical,39,0,mechanic,747-8
i4399,26.3.2010,EY,4588,,GRU,weather,major,14,0,company,737-800
i4400,19.12.2024,MH,5677,,ORD,turbulence,minor,116,0,pilot,737-400
i4401,3.7.2011,AM,9277,,YYZ,security,critical,25,0,pilot,747-8
i4402,16.1.2017,AZ,2986,,DFW,turbulence,major,97,1,mechanic,BE206-JetRanger
i4403,13.4.2019,CX,7651,,YYZ,crew,critical,60,0,mechanic,747-8
i4404,16.7.2024,OZ,7041,,HND,mechanical,critical,134,0,ground staff,BE206-JetRanger
i4405,4.8.2018,TG,119,,DEN,medical,critical,58,0,pilot,A350-900
i4406,5.5.2014,QF,5384,,SEA,mechanical,minor,61,0,first officer,A321-XLR
i4407,10.11.2017,TG,8276,,SYD,faa,major,58,0,pilot,747-8
i4408,4.4.2020,DY,1717,,SFO,security,critical,74,0,ground staff,777-300ER
i4409,26.4.2008,VN,880,,FRA,medical,minor,108,0,ground staff,747-8
i4410,10.2.2022,AY,2430,,SYD,mechanical,minor,78,0,ground staff,737-800
i4411,13.9.2024,BA,6590,,SYD,security,critical,61,0,first officer,A321-XLR
i4412,6.3.2022,CZ,1365,,JFK,crew,major,76,0,mechanic,A350-900
i4413,21.5.2009,LH,4919,,ORD,crew,critical,22,0,mechanic,A321-XLR
i4414,17.5.2013,EY,2437,,SFO,turbulence,critical,79,1,ground staff,737-800
i4415,12.4.2010,LA,6453,,DFW,mechanical,minor,100,0,first officer,A380
i4416,24.1.2016,OZ,5215,,DXB,weather,critical,42,0,first officer,A321-XLR
i4417,15.4.2022,BA,1310,,LAS,turbulence,minor,10,0,ground staff,747-8
i4418,9.8.2019,AC,7281,,LAS,mechanical,critical,104,0,first officer,A350-900
i4419,16.10.2024,TG,1861,,JFK,faa,minor,43,0,pilot,747-8
i4420,20.9.2024,IB,5441,,BOM,medical,major,68,1,pilot,737-400
i4421,2.2.2008,AV,8026,,ATL,weather,critical,134,0,mechanic,747-8
i4422,12.10.2023,SU,4414,,LAX,medical,critical,55,0,mechanic,737-800
i4423,11.10.2019,SQ,7075,,PEK,security,major,108,0,crew,737-800
i4424,13.2.2009,QR,9824,,DEN,security,critical,40,0,company,A380
i4425,8.3.2022,NH,4978,,YYZ,medical,major,111,1,pilot,777-300ER
i4426,6.3.2009,CX,4267,,GRU,weather,minor,120,0,crew,BE206-JetRanger
i4427,21.7.2015,UA,9114,,SFO,medical,minor,30,1,pilot,777-300ER
i4428,17.3.2017,KE,154,,CDG,turbulence,major,127,0,ground staff,747-8
i4429,10.10.2012,EK,5932,,LAS,weather,minor,119,0,pilot,A350-900
i4430,16.1.2012,NH,7308,,SEA,weather,minor,76,0,company,737-800
i4431,19.6.2016,EK,592,,DFW,weather,critical,32,0,ground staff,A350-900
i4432,3.11.2024,U2,1794,,HND,mechanical,major,42,0,pilot,A350-900
i4433,26.6.2020,U2,5857,,SYD,mechanical,minor,74,0,pilot,A350-900
i4434,25.3.2016,EK,1967,,LHR,weather,major,98,0,company,A321-XLR
i4435,13.3.2017,AV,9207,,LHR,crew,minor,91,0,ground staff,BE206-JetRanger
i4436,15.5.2019,AY,7434,,FRA,weather,major,88,0,crew,747-8
i4437,25.6.2018,BA,553,,JFK,security,major,53,0,first officer,737-400
i4438,2.3.2009,MH,4952,,CDG,turbulence,critical,13,1,first officer,737-800
i4439,9.11.2021,JL,1193,,ATL,turbulence,major,132,1,first officer,BE206-JetRanger
i4440,18.4.2017,AA,5346,,LHR,weather,minor,81,0,first officer,A321-XLR
i4441,13.10.2021,CZ,5911,,PEK,medical,critical,32,1,pilot,737-800
i4442,8.10.2019,EY,235,,YYZ,weather,critical,95,0,pilot,A380
i4443,15.5.2022,BA,4677,,LHR,medical,minor,26,1,crew,747-8
i4444,23.8.2016,AZ,2599,,SEA,medical,minor,88,0,company,A380
i4445,9.6.2020,QR,3728,,LAX,mechanical,minor,51,0,pilot,A380
i4446,20.1.2022,TG,682,,HND,crew,critical,118,0,crew,A350-900
i4447,23.4.2010,DY,5101,,DXB,faa,critical,126,0,ground staff,A350-900
i4448,12.5.2009,AD,2171,,ATL,mechanical,critical,14,0,company,BE206-JetRanger
i4449,7.4.2017,SV,4432,,FRA,crew,minor,131,0,first officer,A350-900
i4450,9.6.2013,AI,4593,,FRA,security,minor,84,0,ground staff,BE206-JetRanger
i4451,3.1.2013,QR,8134,,SEA,faa,major,105,0,first officer,747-8
i4452,11.3.2018,VN,2013,,PEK,crew,critical,80,0,mechanic,A380
i4453,1.11.2021,SV,7394,,ATL,weather,critical,19,0,ground staff,BE206-JetRanger
i4454,6.3.2022,AZ,1993,,SEA,medical,critical,95,0,ground staff,737-400
i4455,2.10.2013,LA,2248,,SEA,faa,critical,53,0,company,737-400
i4456,25.7.2015,IB,3139,,SFO,weather,critical,14,0,crew,747-8
i4457,21.10.2015,AI,1561,,PEK,medical,critical,23,1,crew,777-300ER
i4458,8.6.2014,AM,8062,,ATL,faa,major,46,0,pilot,747-8
i4459,1.5.2018,NZ,8939,,CDG,weather,major,30,0,pilot,A380
i4460,11.9.2014,AV,840,,YYZ,turbulence,critical,109,0,crew,BE206-JetRanger
i4461,24.9.2021,AI,8616,,FRA,mechanical,major,14,0,pilot,BE206-JetRanger
i4462,16.4.2015,AM,613,,SFO,weather,minor,69,0,pilot,A321-XLR
i4463,14.5.2009,AC,9702,,DEN,security,major,115,0,pilot,A380
i4464,15.7.2014,JL,1373,,ATL,mechanical,major,131,0,crew,A350-900
i4465,17.11.2014,SV,9544,,DXB,turbulence,major,33,0,first officer,A380
i4466,23.11.2011,AV,7789,,CDG,weather,minor,99,0,mechanic,BE206-JetRanger
i4467,10.12.2021,AY,7406,,JFK,security,major,44,0,pilot,A350-900
i4468,26.5.2010,KL,6364,,LHR,crew,minor,63,0,pilot,737-800
i4469,12.11.2021,AD,1167,,LAS,weather,minor,14,0,first officer,777-300ER
i4470,3.4.2021,OZ,9523,,ATL,faa,minor,29,0,crew,737-800
i4471,27.4.2012,QF,8767,,ATL,medical,minor,37,0,pilot,A321-XLR
i4472,19.7.2018,AZ,1057,,HND,turbulence,critical,32,1,first officer,A380
i4473,7.7.2011,QF,567,,LAX,turbulence,minor,11,1,ground staff,747-8
i4474,13.5.2013,TK,5735,,DEN,security,critical,90,0,crew,BE206-JetRanger
i4475,4.8.2013,TK,4729,,HND,mechanical,minor,39,0,mechanic,737-800
i4476,28.4.2020,AF,2236,,DFW,medical,major,77,0,crew,A321-XLR
i4477,2.10.2018,SU,4011,,YYZ,security,minor,132,0,crew,737-800
i4478,4.9.2009,FR,4705,,SYD,faa,critical,80,0,ground staff,747-8
i4479,25.5.2008,LA,8449,,CDG,turbulence,critical,125,0,company,747-8
i4480,24.10.2022,KL,2778,,YYZ,crew,major,66,0,first officer,777-300ER
i4481,22.10.2012,DY,860,,ATL,mechanical,minor,124,0,ground staff,A380
i4482,4.3.2023,TK,5256,,BOM,crew,major,73,0,crew,737-800
i4483,26.11.2009,G3,7902,,FRA,security,major,137,0,company,A350-900
i4484,27.7.2015,TK,4763,,JFK,security,major,101,0,mechanic,A350-900
i4485,17.6.2022,EK,9710,,GRU,weather,critical,103,0,mechanic,A321-XLR
i4486,13.11.2011,CX,5429,,PEK,security,major,56,0,company,737-800
i4487,6.5.2014,AY,7897,,ORD,faa,major,45,0,mechanic,BE206-JetRanger
i4488,22.9.2009,AF,2278,,GRU,faa,major,37,0,company,A380
i4489,23.7.2017,TK,159,,SEA,mechanical,minor,55,0,first officer,737-800
i4490,13.7.2016,AD,4463,,LAS,turbulence,major,54,1,ground staff,737-400
i4491,3.4.2021,CZ,9759,,CDG,medical,critical,111,1,first officer,737-400
i4492,12.2.2011,FR,5783,,SYD,mechanical,minor,59,0,pilot,A321-XLR
i4493,23.8.2015,WN,2973,,LHR,medical,minor,123,0,mechanic,A321-XLR
i4494,28.3.2015,AC,7733,,ORD,medical,critical,120,1,pilot,A321-XLR
i4495,26.8.2010,SU,6263,,JFK,weather,minor,31,0,company,737-800
i4496,17.8.2017,FR,6465,,LAX,turbulence,critical,16,1,pilot,777-300ER
i4497,16.7.2023,LA,9981,,JFK,mechanical,major,26,0,first officer,737-800
i4498,10.2.2010,G3,1991,,JFK,faa,critical,125,0,pilot,A350-900
i4499,7.2.2012,DL,9711,,SYD,crew,major,10,0,mechanic,737-400
i4500,8.11.2013,SV,3442,,CDG,medical,major,44,0,first officer,747-8
i4501,22.2.2008,QR,3771,,CDG,crew,minor,133,0,company,A380
i4502,23.10.2011,LH,6834,,FRA,weather,minor,111,0,mechanic,A380
i4503,20.12.2008,TK,3592,,LAS,crew,major,115,0,crew,737-400
i4504,21.2.2013,NZ,4969,,JFK,mechanical,major,12,0,mechanic,747-8
i4505,2.9.2020,EY,230,,PEK,security,major,67,0,company,737-800
i4506,3.3.2015,JL,151,,LAX,security,major,41,0,mechanic,BE206-JetRanger
i4507,13.1.2016,SV,6522,,DEN,medical,major,38,1,ground staff,737-400
i4508,6.4.2017,FR,4941,,GRU,faa,critical,53,0,crew,737-800
i4509,26.7.2013,QR,2856,,LAX,medical,critical,83,0,mechanic,737-800
i4510,26.1.2015,AI,7736,,DFW,faa,critical,103,0,pilot,A321-XLR
i4511,16.10.2008,NZ,8551,,DFW,crew,minor,84,0,pilot,777-300ER
i4512,16.4.2017,LA,9845,,BOM,weather,critical,59,0,pilot,A321-XLR
i4513,10.11.2013,CX,2303,,ATL,medical,minor,88,1,crew,BE206-JetRanger
i4514,11.11.2022,IB,7620,,YYZ,faa,major,120,0,first officer,747-8
i4515,11.9.2015,LA,9101,,JFK,medical,major,102,1,crew,BE206-JetRanger
i4516,1.6.2022,OZ,3674,,GRU,weather,critical,17,0,mechanic,A321-XLR
i4517,5.5.2014,EY,1511,,GRU,turbulence,critical,31,1,pilot,A321-XLR
i4518,2.8.2013,LA,2204,,LAX,mechanical,minor,104,0,first officer,BE206-JetRanger
i4519,22.6.2021,MU,4924,,SEA,crew,major,54,0,company,BE206-JetRanger
i4520,14.9.2012,U2,6690,,SFO,mechanical,critical,97,0,pilot,A321-XLR
i4521,3.6.2014,QF,9546,,LHR,mechanical,critical,70,0,pilot,A350-900
i4522,8.5.2017,FR,4304,,LAX,security,minor,83,0,ground staff,A380
i4523,10.10.2019,QR,5489,,DXB,faa,major,115,0,company,747-8
i4524,26.12.2020,CX,6622,,LAX,turbulence,minor,55,1,ground staff,A321-XLR
i4525,25.11.2010,MU,9298,,LAS,turbulence,major,62,0,mechanic,A321-XLR
i4526,21.11.2023,EK,3484,,SFO,weather,critical,94,0,crew,747-8
i4527,5.2.2021,QR,8869,,YYZ,crew,critical,116,0,crew,BE206-JetRanger
i4528,15.5.2024,EY,4466,,ORD,crew,minor,114,0,ground staff,737-400
i4529,11.11.2016,LA,9299,,ATL,medical,major,61,0,company,A350-900
i4530,17.6.2023,DL,6372,,JFK,medical,critical,111,0,company,737-800
i4531,8.5.2009,AZ,227,,DEN,faa,critical,59,0,crew,BE206-JetRanger
i4532,9.4.2011,AI,7574,,DEN,security,critical,13,0,mechanic,737-400
i4533,7.10.2019,CZ,3793,,LHR,weather,critical,42,0,pilot,A350-900
i4534,5.5.2011,FR,3920,,HND,crew,critical,118,0,crew,747-8
i4535,17.8.2010,JL,3890,,LAS,mechanical,major,102,0,company,777-300ER
i4536,12.2.2015,AC,3377,,LAX,security,minor,16,0,ground staff,737-800
i4537,18.8.2018,AC,4433,,BOM,medical,major,120,1,company,A321-XLR
i4538,24.1.2022,QR,7620,,ATL,faa,major,14,0,ground staff,777-300ER
i4539,24.10.2013,SV,336,,JFK,weather,critical,91,0,company,737-800
i4540,9.2.2018,AD,7077,,HND,medical,major,61,0,pilot,737-400
i4541,19.4.2011,FR,8912,,ORD,medical,minor,68,0,ground staff,A321-XLR
i4542,1.6.2022,AZ,6957,,LAX,turbulence,minor,49,0,ground staff,737-400
i4543,6.3.2013,EK,4437,,YYZ,faa,minor,126,0,crew,737-400
i4544,8.1.2022,EY,2202,,YYZ,turbulence,minor,124,0,crew,A350-900
i4545,4.11.2022,AD,403,,FRA,faa,minor,125,0,mechanic,A350-900
i4546,4.7.2012,BA,4606,,ATL,mechanical,critical,130,0,ground staff,A321-XLR
i4547,18.6.2013,IB,9787,,LAX,turbulence,critical,126,0,crew,737-400
i4548,10.11.2021,AC,8991,,LHR,faa,major,55,0,pilot,777-300ER
i4549,12.11.2008,EK,3087,,LAS,weather,minor,19,0,pilot,A380
i4550,7.12.2022,G3,6663,,YYZ,crew,minor,18,0,mechanic,A380
i4551,15.2.2021,IB,763,,ORD,crew,minor,137,0,pilot,737-400
i4552,3.4.2008,AA,6526,,FRA,faa,critical,113,0,pilot,777-300ER
i4553,22.12.2016,FR,3879,,SFO,faa,major,66,0,crew,737-400
i4554,5.11.2021,BA,2337,,LHR,faa,minor,19,0,crew,737-800
i4555,9.1.2019,AZ,732,,BOM,turbulence,minor,62,1,first officer,777-300ER
i4556,25.8.2009,DY,1459,,BOM,mechanical,major,69,0,crew,777-300ER
i4557,20.12.2016,EY,358,,PEK,crew,minor,105,0,company,737-400
i4558,26.5.2023,AZ,8478,,ATL,faa,major,34,0,company,A380
i4559,14.8.2022,KE,9513,,LAX,medical,major,52,0,pilot,737-800
i4560,26.2.2014,TK,8412,,SYD,medical,critical,39,0,pilot,737-400
i4561,6.3.2020,TG,5971,,DEN,faa,critical,40,0,company,A380
i4562,12.5.2018,AF,7356,,FRA,crew,critical,77,0,first officer,737-800
i4563,10.2.2013,BA,8731,,YYZ,weather,critical,50,0,crew,A350-900
i4564,22.10.2020,AD,6599,,LHR,mechanical,critical,92,0,ground staff,A321-XLR
i4565,6.8.2020,UA,6288,,GRU,mechanical,minor,39,0,first officer,747-8
i4566,18.2.2020,OZ,2843,,ATL,medical,minor,120,0,ground staff,A321-XLR
i4567,27.11.2022,OZ,2948,,DFW,turbulence,critical,128,0,crew,737-800
i4568,2.10.2012,AM,8769,,PEK,faa,major,52,0,mechanic,737-400
i4569,10.5.2021,AY,5085,,JFK,turbulence,critical,26,0,first officer,747-8
i4570,4.4.2018,BA,2210,,DEN,security,minor,28,0,mechanic,A380
i4571,14.5.2022,EK,1285,,GRU,weather,major,110,0,ground staff,BE206-JetRanger
i4572,21.10.2015,TG,158,,SYD,security,minor,53,0,company,737-400
i4573,21.7.2017,CX,8223,,CDG,turbulence,critical,94,1,ground staff,A380
i4574,26.2.2011,JL,4290,,JFK,turbulence,major,112,0,ground staff,A380
i4575,11.2.2019,UA,6084,,BOM,mechanical,minor,101,0,mechanic,BE206-JetRanger
i4576,11.12.2017,AA,1511,,GRU,medical,major,65,0,company,A321-XLR
i4577,8.5.2013,IB,1051,,YYZ,weather,minor,127,0,crew,737-800
i4578,6.9.2017,CZ,1386,,LHR,turbulence,minor,43,0,ground staff,747-8
i4579,24.7.2016,IB,3686,,SYD,medical,major,15,0,crew,737-800
i4580,5.1.2018,AC,435,,FRA,security,critical,124,0,crew,A380
i4581,5.4.2022,DY,9723,,SEA,medical,major,28,0,company,BE206-JetRanger
i4582,14.6.2012,OZ,9608,,BOM,weather,minor,91,0,first officer,737-400
i4583,11.4.2019,EY,2148,,LHR,crew,minor,63,0,crew,A350-900
i4584,20.3.2019,CX,4685,,HND,turbulence,minor,98,1,pilot,777-300ER
i4585,25.5.2019,EY,7333,,SEA,crew,minor,119,0,mechanic,747-8
i4586,19.5.2008,AA,6510,,SFO,faa,minor,79,0,crew,747-8
i4587,13.2.2011,QF,7845,,LAX,weather,critical,120,0,first officer,BE206-JetRanger
i4588,9.7.2023,SU,4284,,ORD,crew,minor,114,0,pilot,A321-XLR
i4589,4.3.2014,FR,7213,,LAX,faa,major,31,0,ground staff,A380
i4590,9.8.2011,SQ,9920,,SYD,crew,minor,47,0,pilot,737-800
i4591,7.10.2012,EY,3071,,DFW,turbulence,major,119,0,pilot,A321-XLR
i4592,16.1.2011,TG,3677,,SYD,security,minor,127,0,mechanic,737-800
i4593,17.5.2016,NH,4056,,LHR,weather,major,129,0,first officer,BE206-JetRanger
i4594,25.7.2018,AM,9291,,DXB,crew,minor,75,0,mechanic,737-800
i4595,19.7.2022,AV,477,,ATL,medical,minor,76,0,ground staff,737-800
i4596,3.5.2015,MU,6451,,JFK,weather,major,66,0,crew,A350-900
i4597,15.12.2023,AV,9462,,JFK,medical,minor,24,0,ground staff,BE206-JetRanger
i4598,9.10.2020,AC,5397,,LAX,weather,minor,42,0,company,A380
i4599,24.9.2017,DL,1841,,LHR,medical,major,137,1,ground staff,A321-XLR
i4600,7.2.2019,AY,2817,,DFW,crew,major,29,0,mechanic,A321-XLR
i4601,5.10.2023,SV,909,,LHR,medical,critical,112,0,crew,A321-XLR
i4602,21.2.2008,WN,2542,,SYD,weather,critical,35,0,crew,A350-900
i4603,27.1.2013,AC,481,,LAS,weather,minor,53,0,pilot,737-800
i4604,6.11.2022,EY,2012,,YYZ,faa,critical,31,0,first officer,737-800
i4605,26.5.2019,BA,9709,,SEA,weather,minor,58,0,company,747-8
i4606,27.3.2011,IB,8404,,ORD,crew,major,35,0,company,737-800
i4607,21.2.2015,SV,8316,,SEA,security,major,119,0,ground staff,737-800
i4608,7.5.2011,OZ,1865,,HND,medical,minor,130,0,pilot,777-300ER
i4609,15.3.2010,WN,6445,,SEA,faa,critical,109,0,mechanic,A380
i4610,3.8.2017,JL,5107,,DEN,medical,minor,131,1,mechanic,737-800
i4611,23.5.2024,KL,2212,,DFW,faa,critical,99,0,ground staff,737-400
i4612,26.8.2021,UA,8263,,SEA,turbulence,major,63,0,mechanic,A350-900
i4613,3.10.2021,AV,2029,,LAS,faa,major,41,0,mechanic,777-300ER
i4614,3.12.2010,LH,4089,,SEA,mechanical,critical,89,0,ground staff,737-400
i4615,8.5.2014,AF,3950,,LAX,security,critical,79,0,first officer,737-400
i4616,26.3.2016,U2,1343,,ATL,mechanical,critical,47,0,crew,A380
i4617,4.12.2016,QF,1864,,HND,weather,major,82,0,pilot,737-800
i4618,12.2.2016,AV,8591,,LHR,mechanical,minor,55,0,pilot,777-300ER
i4619,8.11.2020,G3,3302,,FRA,medical,minor,20,0,company,737-400
i4620,1.3.2017,IB,6932,,SEA,turbulence,critical,103,0,mechanic,A321-XLR
i4621,19.10.2022,KE,5080,,LAS,mechanical,critical,45,0,mechanic,777-300ER
i4622,4.9.2012,TK,8097,,PEK,faa,critical,88,0,company,A350-900
i4623,3.4.2015,EK,1793,,PEK,crew,critical,125,0,first officer,737-400
i4624,7.10.2016,AC,8016,,YYZ,medical,critical,25,0,pilot,A321-XLR
i4625,12.1.2019,AY,9240,,ATL,weather,critical,136,0,first officer,A380
i4626,24.10.2011,TG,7114,,YYZ,turbulence,minor,96,0,first officer,BE206-JetRanger
i4627,17.2.2011,SQ,9706,,SFO,turbulence,minor,34,0,pilot,A350-900
i4628,8.9.2014,EK,6885,,BOM,medical,minor,137,1,mechanic,737-400
i4629,19.9.2009,AF,5653,,LAX,mechanical,major,35,0,ground staff,BE206-JetRanger
i4630,23.5.2020,SU,7171,,CDG,faa,critical,10,0,ground staff,A321-XLR
i4631,13.7.2017,FR,8510,,HND,turbulence,minor,50,0,pilot,BE206-JetRanger
i4632,6.2.2016,DL,6714,,BOM,turbulence,major,114,0,ground staff,747-8
i4633,9.8.2009,UA,3137,,FRA,turbulence,critical,102,0,mechanic,737-800
i4634,4.11.2019,U2,4554,,HND,faa,critical,78,0,company,777-300ER
i4635,17.4.2021,VN,8707,,ATL,turbulence,minor,13,1,first officer,737-400
i4636,12.2.2008,SU,2904,,SYD,weather,critical,86,0,crew,737-400
i4637,22.6.2010,CX,5824,,BOM,security,major,106,0,first officer,747-8
i4638,14.11.2011,G3,7773,,FRA,turbulence,major,29,1,ground staff,777-300ER
i4639,19.7.2014,TG,1744,,SYD,security,major,19,0,crew,BE206-JetRanger
i4640,28.3.2011,JL,8059,,CDG,faa,critical,11,0,crew,A380
i4641,14.4.2009,AV,6076,,CDG,crew,major,133,0,crew,A350-900
i4642,7.1.2018,CZ,553,,BOM,faa,major,36,0,company,737-800
i4643,27.4.2015,AF,300,,GRU,faa,critical,104,0,company,A350-900
i4644,5.9.2020,FR,4702,,FRA,faa,minor,121,0,crew,737-400
i4645,5.8.2010,TK,9866,,JFK,security,minor,119,0,pilot,737-800
i4646,17.2.2012,AD,4607,,YYZ,crew,critical,71,0,company,747-8
i4647,5.3.2014,EK,1468,,SFO,faa,minor,20,0,ground staff,777-300ER
i4648,7.6.2014,SV,1718,,GRU,mechanical,major,103,0,ground staff,BE206-JetRanger
i4649,27.2.2008,IB,7865,,SYD,turbulence,critical,13,0,crew,777-300ER
i4650,5.4.2009,MH,8767,,LHR,weather,critical,38,0,pilot,A380
i4651,7.2.2012,LH,5539,,JFK,crew,minor,77,0,company,737-400
i4652,5.1.2024,IB,8034,,HND,security,critical,41,0,crew,A380
i4653,10.1.2017,MH,2528,,JFK,security,minor,112,0,company,BE206-JetRanger
i4654,10.9.2015,NZ,4028,,SEA,crew,major,115,0,company,737-800
i4655,12.5.2009,BA,7624,,SYD,faa,major,87,0,ground staff,737-400
i4656,15.10.2018,UA,6280,,JFK,weather,critical,27,0,ground staff,737-400
i4657,11.7.2017,AM,4169,,BOM,crew,major,94,0,pilot,737-400
i4658,16.4.2022,BA,8321,,ORD,faa,minor,119,0,company,A321-XLR
i4659,23.4.2023,AC,5335,,HND,crew,major,117,0,ground staff,747-8
i4660,8.9.2022,QF,4763,,JFK,mechanical,critical,37,0,pilot,777-300ER
i4661,25.10.2012,CZ,8750,,JFK,security,major,10,0,mechanic,A321-XLR
i4662,8.1.2011,TG,4849,,DFW,faa,minor,95,0,mechanic,A380
i4663,3.3.2011,QF,4704,,CDG,security,critical,72,0,first officer,777-300ER
i4664,17.11.2020,TK,9291,,ORD,security,critical,14,0,pilot,777-300ER
i4665,1.5.2014,AM,5123,,GRU,faa,critical,96,0,crew,A380
i4666,6.11.2008,KE,6113,,BOM,turbulence,minor,24,1,pilot,747-8
i4667,6.12.2013,OZ,3816,,PEK,crew,minor,120,0,mechanic,A321-XLR
i4668,24.6.2013,TG,1721,,BOM,crew,minor,117,0,pilot,747-8
i4669,7.6.2010,EK,9965,,DEN,crew,major,128,0,pilot,A321-XLR
i4670,26.2.2023,WN,6649,,CDG,weather,critical,30,0,mechanic,777-300ER
i4671,25.8.2011,OZ,6128,,ATL,mechanical,minor,61,0,pilot,A350-900
i4672,3.5.2010,LH,5966,,ORD,security,minor,128,0,pilot,A380
i4673,11.6.2019,AI,6598,,DXB,faa,critical,117,0,first officer,737-800
i4674,21.2.2009,AF,5350,,LHR,weather,major,136,0,crew,BE206-JetRanger
i4675,19.9.2019,MU,5993,,LAX,crew,critical,51,0,ground staff,A350-900
i4676,26.7.2015,QF,3302,,LHR,weather,critical,96,0,pilot,737-800
i4677,13.7.2020,TG,4040,,YYZ,medical,major,88,1,mechanic,737-400
i4678,12.9.2010,BA,1105,,SFO,mechanical,minor,101,0,pilot,747-8
i4679,23.3.2022,JL,7253,,BOM,mechanical,critical,132,0,ground staff,BE206-JetRanger
i4680,6.5.2020,AI,7913,,DFW,turbulence,critical,131,1,mechanic,737-400
i4681,5.4.2023,U2,1829,,SYD,mechanical,major,84,0,company,747-8
i4682,5.2.2020,TK,6069,,DFW,turbulence,minor,35,0,pilot,747-8
i4683,18.8.2020,NZ,9306,,BOM,weather,major,80,0,mechanic,A350-900
i4684,9.9.2014,UA,6645,,SYD,crew,major,75,0,crew,737-400
i4685,17.3.2011,VN,2762,,SYD,turbulence,minor,115,0,pilot,A350-900
i4686,11.3.2020,AV,7973,,JFK,medical,minor,49,1,crew,BE206-JetRanger
i4687,24.2.2014,DL,369,,DEN,turbulence,major,73,0,pilot,A380
i4688,19.2.2016,CX,5587,,FRA,faa,critical,121,0,pilot,A321-XLR
i4689,6.6.2021,AF,2354,,LAS,security,minor,45,0,ground staff,A380
i4690,28.3.2015,TG,4567,,CDG,weather,major,126,0,crew,BE206-JetRanger
